id,item_id,dept_id,store_id,state_id,d,sales,date,weekday,wday,month,year,event_name_1,dayofweek,weekofyear,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,has_event
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_569,112,2012-08-19,Sunday,2,8,2012,Eid al-Fitr,6,33,1,214.0,131.0,191.0,137.0,126.57142857142857,44.47042891202024,128.42857142857142,44.384186868253614,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_584,127,2012-09-03,Monday,3,9,2012,LaborDay,0,36,0,150.0,73.0,85.0,106.0,115.28571428571429,32.724681234578306,112.42857142857143,45.46125025475313,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_619,53,2012-10-08,Monday,3,10,2012,ColumbusDay,0,41,0,137.0,109.0,68.0,67.0,89.0,44.5346307196246,88.71428571428571,35.38671756775137,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_637,142,2012-10-26,Friday,7,10,2012,EidAlAdha,4,43,0,100.0,139.0,161.0,63.0,50.57142857142857,55.22033786826837,64.85714285714286,50.766217026767116,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_642,77,2012-10-31,Wednesday,5,10,2012,Halloween,2,44,0,102.0,69.0,44.0,108.0,131.42857142857142,45.74150975083472,84.71428571428571,66.64420867150103,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_653,183,2012-11-11,Sunday,2,11,2012,VeteransDay,6,45,1,137.0,144.0,205.0,100.0,102.85714285714286,35.66243855668761,119.0,41.33726201345763,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_664,183,2012-11-22,Thursday,6,11,2012,Thanksgiving,3,47,0,313.0,77.0,81.0,100.0,163.57142857142858,72.32301879498006,139.35714285714286,62.001993941705344,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_688,190,2012-12-16,Sunday,2,12,2012,Chanukah End,6,50,1,152.0,128.0,114.0,170.0,117.28571428571429,31.16469308750027,113.71428571428571,29.462958678074987,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_697,0,2012-12-25,Tuesday,4,12,2012,Christmas,1,52,0,286.0,99.0,76.0,69.0,185.71428571428572,95.27104192025725,153.21428571428572,78.12729117519454,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_704,45,2013-01-01,Tuesday,4,1,2013,NewYear,1,1,0,215.0,0.0,99.0,80.0,105.28571428571429,69.92785397754433,145.5,90.48565547175892,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_710,40,2013-01-07,Monday,3,1,2013,OrthodoxChristmas,0,2,0,104.0,215.0,286.0,147.0,106.85714285714286,56.9076110065797,111.14285714285714,72.8157391511745,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_724,61,2013-01-21,Monday,3,1,2013,MartinLutherKingDay,0,4,0,100.0,38.0,40.0,286.0,66.57142857142857,28.912841108275533,67.71428571428571,26.20754022862879,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_737,110,2013-02-03,Sunday,2,2,2013,SuperBowl,6,5,1,152.0,62.0,100.0,104.0,86.0,40.124805295477806,60.642857142857146,48.882287405337884,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_747,60,2013-02-13,Wednesday,5,2,2013,LentStart,2,7,0,36.0,66.0,57.0,38.0,74.14285714285714,28.996715741778917,80.64285714285714,37.81657581793244,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_748,41,2013-02-14,Thursday,6,2,2013,ValentinesDay,3,7,0,60.0,48.0,101.0,63.0,73.28571428571429,29.363891009845762,80.85714285714286,37.68055434603108,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_752,53,2013-02-18,Monday,3,2,2013,PresidentsDay,0,8,0,86.0,62.0,27.0,61.0,68.71428571428571,26.14519895834482,69.21428571428571,28.820875370864204,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_754,61,2013-02-20,Wednesday,5,2,2013,LentWeek2,2,8,0,55.0,60.0,66.0,0.0,70.14285714285714,23.828754138845156,72.14285714285714,25.582016348200334,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_758,96,2013-02-24,Sunday,2,2,2013,Purim End,6,8,1,96.0,86.0,110.0,62.0,74.42857142857143,21.97617757828659,73.28571428571429,25.329911085600436,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_779,52,2013-03-17,Sunday,2,3,2013,StPatricksDay,6,11,1,125.0,118.0,96.0,86.0,75.57142857142857,35.02788005221534,73.92857142857143,26.940002529022983,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_793,229,2013-03-31,Sunday,2,3,2013,Easter,6,13,1,196.0,123.0,52.0,96.0,102.28571428571429,47.5910155586615,87.78571428571429,40.675410397303125,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_795,59,2013-04-02,Tuesday,4,4,2013,Pesach End,1,14,0,87.0,74.0,44.0,38.0,119.85714285714286,66.13982303027568,101.71428571428571,53.4220187554917,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_828,95,2013-05-05,Sunday,2,5,2013,OrthodoxEaster,6,18,1,125.0,87.0,95.0,136.0,80.71428571428571,23.662306774800413,73.42857142857143,23.708856786228967,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_835,126,2013-05-12,Sunday,2,5,2013,Mother's day,6,19,1,145.0,95.0,87.0,106.0,90.0,26.20432534271141,85.35714285714286,24.465382585501636,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_850,127,2013-05-27,Monday,3,5,2013,MemorialDay,0,22,0,116.0,41.0,77.0,50.0,67.71428571428571,32.93283207638598,75.21428571428571,27.203445967882388,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_860,49,2013-06-06,Thursday,6,6,2013,NBAFinalsStart,3,23,0,53.0,64.0,43.0,64.0,83.28571428571429,22.837938360794112,82.0,29.783836607746583,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_870,123,2013-06-16,Sunday,2,6,2013,Father's day,6,24,1,146.0,120.0,103.0,82.0,104.14285714285714,40.23443206768946,91.07142857142857,37.145171102900534,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_874,59,2013-06-20,Thursday,6,6,2013,NBAFinalsEnd,3,25,0,44.0,138.0,49.0,43.0,101.28571428571429,40.015473197728035,91.0,39.55716408906548,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_888,150,2013-07-04,Thursday,6,7,2013,IndependenceDay,3,27,0,148.0,47.0,59.0,49.0,98.42857142857143,33.63459103788409,87.0,33.30511626208189,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_893,42,2013-07-09,Tuesday,4,7,2013,Ramadan starts,1,28,0,61.0,100.0,66.0,44.0,114.57142857142857,32.040896485882556,98.0,33.53069776052555,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_923,75,2013-08-08,Thursday,6,8,2013,Eid al-Fitr,3,32,0,97.0,93.0,58.0,72.0,100.85714285714286,24.320283519650623,89.21428571428571,23.655146037722027,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_948,184,2013-09-02,Monday,3,9,2013,LaborDay,0,36,0,599.0,23.0,93.0,69.0,242.42857142857142,202.0518556731225,210.07142857142858,153.99473731553013,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_990,65,2013-10-14,Monday,3,10,2013,ColumbusDay,0,42,0,129.0,70.0,290.0,158.0,95.42857142857143,21.701437301534522,104.07142857142857,77.84349613236762,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_991,48,2013-10-15,Tuesday,4,10,2013,EidAlAdha,1,42,0,65.0,78.0,211.0,159.0,94.71428571428571,22.735539622028227,88.0,56.91829501744019,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1007,58,2013-10-31,Thursday,6,10,2013,Halloween,3,44,0,83.0,73.0,74.0,0.0,94.28571428571429,30.80429778301748,87.64285714285714,28.98436486441364,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1018,89,2013-11-11,Monday,3,11,2013,VeteransDay,0,46,0,105.0,44.0,77.0,65.0,87.28571428571429,25.79867106212039,82.35714285714286,21.084471657003782,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1035,0,2013-11-28,Thursday,6,11,2013,Thanksgiving,3,48,0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1042,171,2013-12-05,Thursday,6,12,2013,Chanukah End,3,49,0,121.0,0.0,0.0,88.0,78.42857142857143,108.11854164582093,39.214285714285715,83.97177050508289,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1062,0,2013-12-25,Wednesday,5,12,2013,Christmas,2,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1069,58,2014-01-01,Wednesday,5,1,2014,NewYear,2,1,0,278.0,0.0,0.0,121.0,119.57142857142857,85.70464231467129,59.785714285714285,85.0847347525521,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1075,56,2014-01-07,Tuesday,4,1,2014,OrthodoxChristmas,1,2,0,85.0,278.0,0.0,0.0,110.28571428571429,75.69613439208636,95.07142857142857,67.85104078983447,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1088,48,2014-01-20,Monday,3,1,2014,MartinLutherKingDay,0,4,0,117.0,35.0,85.0,0.0,89.57142857142857,54.02424499814044,67.64285714285714,51.88835224692681,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1101,127,2014-02-02,Sunday,2,2,2014,SuperBowl,6,5,1,151.0,79.0,117.0,101.0,69.85714285714286,39.73004141045239,68.85714285714286,32.858337293149575,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1113,0,2014-02-14,Friday,7,2,2014,ValentinesDay,4,7,0,0.0,2.0,80.0,187.0,0.2857142857142857,0.7559289461039213,44.07142857142857,52.94767269631506,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1116,0,2014-02-17,Monday,3,2,2014,PresidentsDay,0,8,0,0.0,0.0,99.0,48.0,0.0,0.0,18.5,32.24366365898761,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1132,0,2014-03-05,Wednesday,5,3,2014,LentStart,2,10,0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1139,70,2014-03-12,Wednesday,5,3,2014,LentWeek2,2,11,0,52.0,0.0,0.0,0.0,35.142857142857146,49.874604664862154,17.571428571428573,38.47819419582345,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1143,69,2014-03-16,Sunday,2,3,2014,Purim End,6,11,1,85.0,129.0,0.0,0.0,73.57142857142857,27.005290486972765,36.785714285714285,42.35414532691802,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1144,64,2014-03-17,Monday,3,3,2014,StPatricksDay,0,12,0,69.0,65.0,0.0,0.0,65.0,11.618950038625455,41.714285714285715,41.75464704018719,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1178,165,2014-04-20,Sunday,2,4,2014,Easter,6,16,1,131.0,65.0,87.0,63.0,76.85714285714286,26.57961983317773,73.71428571428571,25.909394112884144,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1180,72,2014-04-22,Tuesday,4,4,2014,Pesach End,1,17,0,30.0,47.0,64.0,44.0,85.42857142857143,47.43717649993275,77.5,37.46126204289178,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1193,60,2014-05-05,Monday,3,5,2014,Cinco De Mayo,0,19,0,99.0,49.0,30.0,55.0,74.71428571428571,20.30364733830258,72.57142857142857,28.731420178866173,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1199,118,2014-05-11,Sunday,2,5,2014,Mother's day,6,19,1,78.0,99.0,85.0,65.0,66.71428571428571,21.561650259310735,69.71428571428571,19.368604935382184,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1214,0,2014-05-26,Monday,3,5,2014,MemorialDay,0,22,0,0.0,0.0,54.0,49.0,0.0,0.0,3.857142857142857,14.432107063273715,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1224,0,2014-06-05,Thursday,6,6,2014,NBAFinalsStart,3,23,0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1234,114,2014-06-15,Sunday,2,6,2014,NBAFinalsEnd,6,24,1,94.0,0.0,0.0,0.0,47.857142857142854,46.484508428180796,23.928571428571427,40.17359309817402,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1248,124,2014-06-29,Sunday,2,6,2014,Ramadan starts,6,26,1,86.0,115.0,114.0,0.0,81.71428571428571,25.77281698297949,79.71428571428571,33.292245739416195,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1253,153,2014-07-04,Friday,7,7,2014,IndependenceDay,4,27,0,112.0,96.0,139.0,0.0,84.28571428571429,29.680039789475025,87.14285714285714,30.804238326911204,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1278,71,2014-07-29,Tuesday,4,7,2014,Eid al-Fitr,1,31,0,37.0,40.0,92.0,41.0,65.85714285714286,27.643133996400092,75.0,30.523635230626756,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1312,84,2014-09-01,Monday,3,9,2014,LaborDay,0,36,0,91.0,70.0,66.0,65.0,77.85714285714286,31.924016933069698,78.07142857142857,25.505547769711125,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1345,126,2014-10-04,Saturday,1,10,2014,EidAlAdha,5,40,1,115.0,114.0,138.0,99.0,86.0,24.81934729198286,92.85714285714286,24.660329846372914,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1354,88,2014-10-13,Monday,3,10,2014,ColumbusDay,0,42,0,118.0,171.0,62.0,52.0,117.28571428571429,47.45423860841934,103.78571428571429,40.350728849444046,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1372,122,2014-10-31,Friday,7,10,2014,Halloween,4,44,0,70.0,114.0,0.0,115.0,96.28571428571429,27.884967788603905,86.71428571428571,37.35161117198162,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1383,74,2014-11-11,Tuesday,4,11,2014,VeteransDay,1,46,0,57.0,85.0,72.0,69.0,72.42857142857143,20.92731184248104,82.85714285714286,25.416097693746565,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1399,100,2014-11-27,Thursday,6,11,2014,Thanksgiving,3,48,0,187.0,70.0,46.0,70.0,94.57142857142857,42.02720207539116,79.42857142857143,34.96968860140407,1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_1426,0,2014-12-24,Wednesday,5,12,2014,Chanukah End,2,52,0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,1
