id,item_id,dept_id,store_id,state_id,d,sales,date,weekday,wday,month,year,event_name_1
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_8,124,2011-02-05,Saturday,1,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_8,59,2011-02-05,Saturday,1,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_8,43,2011-02-05,Saturday,1,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_8,47,2011-02-05,Saturday,1,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_8,0,2011-02-05,Saturday,1,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_9,134,2011-02-06,Sunday,2,2,2011,SuperBowl
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_9,54,2011-02-06,Sunday,2,2,2011,SuperBowl
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_9,25,2011-02-06,Sunday,2,2,2011,SuperBowl
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_9,38,2011-02-06,Sunday,2,2,2011,SuperBowl
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_9,0,2011-02-06,Sunday,2,2,2011,SuperBowl
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_10,65,2011-02-07,Monday,3,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_10,37,2011-02-07,Monday,3,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_10,18,2011-02-07,Monday,3,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_10,19,2011-02-07,Monday,3,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_10,0,2011-02-07,Monday,3,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_11,0,2011-02-08,Tuesday,4,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_11,22,2011-02-08,Tuesday,4,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_11,14,2011-02-08,Tuesday,4,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_11,24,2011-02-08,Tuesday,4,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_11,0,2011-02-08,Tuesday,4,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_12,0,2011-02-09,Wednesday,5,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_12,38,2011-02-09,Wednesday,5,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_12,11,2011-02-09,Wednesday,5,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_12,20,2011-02-09,Wednesday,5,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_12,0,2011-02-09,Wednesday,5,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_13,0,2011-02-10,Thursday,6,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_13,33,2011-02-10,Thursday,6,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_13,12,2011-02-10,Thursday,6,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_13,33,2011-02-10,Thursday,6,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_13,0,2011-02-10,Thursday,6,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_14,0,2011-02-11,Friday,7,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_14,38,2011-02-11,Friday,7,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_14,13,2011-02-11,Friday,7,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_14,40,2011-02-11,Friday,7,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_14,0,2011-02-11,Friday,7,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_15,0,2011-02-12,Saturday,1,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_15,55,2011-02-12,Saturday,1,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_15,33,2011-02-12,Saturday,1,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_15,56,2011-02-12,Saturday,1,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_15,0,2011-02-12,Saturday,1,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_16,0,2011-02-13,Sunday,2,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_16,58,2011-02-13,Sunday,2,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_16,31,2011-02-13,Sunday,2,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_16,49,2011-02-13,Sunday,2,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_16,0,2011-02-13,Sunday,2,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_17,0,2011-02-14,Monday,3,2,2011,ValentinesDay
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_17,43,2011-02-14,Monday,3,2,2011,ValentinesDay
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_17,8,2011-02-14,Monday,3,2,2011,ValentinesDay
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_17,33,2011-02-14,Monday,3,2,2011,ValentinesDay
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_17,0,2011-02-14,Monday,3,2,2011,ValentinesDay
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_18,0,2011-02-15,Tuesday,4,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_18,24,2011-02-15,Tuesday,4,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_18,18,2011-02-15,Tuesday,4,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_18,35,2011-02-15,Tuesday,4,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_18,0,2011-02-15,Tuesday,4,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_19,0,2011-02-16,Wednesday,5,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_19,33,2011-02-16,Wednesday,5,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_19,13,2011-02-16,Wednesday,5,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_19,29,2011-02-16,Wednesday,5,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_19,0,2011-02-16,Wednesday,5,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_20,0,2011-02-17,Thursday,6,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_20,31,2011-02-17,Thursday,6,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_20,8,2011-02-17,Thursday,6,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_20,22,2011-02-17,Thursday,6,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_20,0,2011-02-17,Thursday,6,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_21,0,2011-02-18,Friday,7,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_21,33,2011-02-18,Friday,7,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_21,13,2011-02-18,Friday,7,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_21,41,2011-02-18,Friday,7,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_21,0,2011-02-18,Friday,7,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_22,0,2011-02-19,Saturday,1,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_22,68,2011-02-19,Saturday,1,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_22,20,2011-02-19,Saturday,1,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_22,35,2011-02-19,Saturday,1,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_22,0,2011-02-19,Saturday,1,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_23,0,2011-02-20,Sunday,2,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_23,57,2011-02-20,Sunday,2,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_23,23,2011-02-20,Sunday,2,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_23,47,2011-02-20,Sunday,2,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_23,0,2011-02-20,Sunday,2,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_24,0,2011-02-21,Monday,3,2,2011,PresidentsDay
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_24,33,2011-02-21,Monday,3,2,2011,PresidentsDay
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_24,16,2011-02-21,Monday,3,2,2011,PresidentsDay
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_24,29,2011-02-21,Monday,3,2,2011,PresidentsDay
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_24,0,2011-02-21,Monday,3,2,2011,PresidentsDay
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_25,0,2011-02-22,Tuesday,4,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_25,30,2011-02-22,Tuesday,4,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_25,7,2011-02-22,Tuesday,4,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_25,30,2011-02-22,Tuesday,4,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_25,0,2011-02-22,Tuesday,4,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_26,0,2011-02-23,Wednesday,5,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_26,31,2011-02-23,Wednesday,5,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_26,16,2011-02-23,Wednesday,5,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_26,24,2011-02-23,Wednesday,5,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_26,0,2011-02-23,Wednesday,5,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_27,0,2011-02-24,Thursday,6,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_27,25,2011-02-24,Thursday,6,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_27,6,2011-02-24,Thursday,6,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_27,26,2011-02-24,Thursday,6,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_27,0,2011-02-24,Thursday,6,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_28,0,2011-02-25,Friday,7,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_28,42,2011-02-25,Friday,7,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_28,6,2011-02-25,Friday,7,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_28,27,2011-02-25,Friday,7,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_28,0,2011-02-25,Friday,7,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_29,0,2011-02-26,Saturday,1,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_29,43,2011-02-26,Saturday,1,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_29,16,2011-02-26,Saturday,1,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_29,33,2011-02-26,Saturday,1,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_29,0,2011-02-26,Saturday,1,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_30,0,2011-02-27,Sunday,2,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_30,58,2011-02-27,Sunday,2,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_30,16,2011-02-27,Sunday,2,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_30,39,2011-02-27,Sunday,2,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_30,0,2011-02-27,Sunday,2,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_31,0,2011-02-28,Monday,3,2,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_31,31,2011-02-28,Monday,3,2,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_31,6,2011-02-28,Monday,3,2,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_31,24,2011-02-28,Monday,3,2,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_31,0,2011-02-28,Monday,3,2,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_32,0,2011-03-01,Tuesday,4,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_32,28,2011-03-01,Tuesday,4,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_32,14,2011-03-01,Tuesday,4,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_32,26,2011-03-01,Tuesday,4,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_32,0,2011-03-01,Tuesday,4,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_33,0,2011-03-02,Wednesday,5,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_33,37,2011-03-02,Wednesday,5,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_33,18,2011-03-02,Wednesday,5,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_33,22,2011-03-02,Wednesday,5,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_33,0,2011-03-02,Wednesday,5,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_34,0,2011-03-03,Thursday,6,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_34,37,2011-03-03,Thursday,6,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_34,14,2011-03-03,Thursday,6,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_34,37,2011-03-03,Thursday,6,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_34,0,2011-03-03,Thursday,6,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_35,0,2011-03-04,Friday,7,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_35,38,2011-03-04,Friday,7,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_35,18,2011-03-04,Friday,7,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_35,60,2011-03-04,Friday,7,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_35,0,2011-03-04,Friday,7,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_36,0,2011-03-05,Saturday,1,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_36,62,2011-03-05,Saturday,1,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_36,43,2011-03-05,Saturday,1,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_36,45,2011-03-05,Saturday,1,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_36,0,2011-03-05,Saturday,1,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_37,0,2011-03-06,Sunday,2,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_37,41,2011-03-06,Sunday,2,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_37,24,2011-03-06,Sunday,2,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_37,43,2011-03-06,Sunday,2,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_37,0,2011-03-06,Sunday,2,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_38,0,2011-03-07,Monday,3,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_38,29,2011-03-07,Monday,3,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_38,15,2011-03-07,Monday,3,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_38,19,2011-03-07,Monday,3,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_38,0,2011-03-07,Monday,3,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_39,0,2011-03-08,Tuesday,4,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_39,30,2011-03-08,Tuesday,4,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_39,12,2011-03-08,Tuesday,4,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_39,25,2011-03-08,Tuesday,4,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_39,0,2011-03-08,Tuesday,4,3,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_40,0,2011-03-09,Wednesday,5,3,2011,LentStart
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_40,36,2011-03-09,Wednesday,5,3,2011,LentStart
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_40,14,2011-03-09,Wednesday,5,3,2011,LentStart
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_40,25,2011-03-09,Wednesday,5,3,2011,LentStart
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_40,0,2011-03-09,Wednesday,5,3,2011,LentStart
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_41,0,2011-03-10,Thursday,6,3,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_41,32,2011-03-10,Thursday,6,3,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_41,19,2011-03-10,Thursday,6,3,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_41,19,2011-03-10,Thursday,6,3,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_41,0,2011-03-10,Thursday,6,3,2011,
